"DiscountPercentage","InitialPlannedQuantity","Name","PricebookEntry.External_Id__c","SalesAgreement.External_Id__c","SalesPrice","External_Id__c","LastProcessedDate","analyticsdemo_batch_id__c"
15,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.62",12220,"MFG_SalesAgreementProduct.559","2019-10-24","20191024191458752523"
10,672,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.56",850,"MFG_SalesAgreementProduct.560","2019-10-24","20191024191458752523"
3,42,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.9",5750,"MFG_SalesAgreementProduct.561","2019-10-24","20191024191458752523"
3,288,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.12",3150,"MFG_SalesAgreementProduct.562","2019-10-24","20191024191458752523"
20,384,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.88",750,"MFG_SalesAgreementProduct.563","2019-10-24","20191024191458752523"
12,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.13",6804,"MFG_SalesAgreementProduct.564","2019-10-24","20191024191458752523"
4,630,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.50",1296,"MFG_SalesAgreementProduct.565","2019-10-24","20191024191458752523"
17,48,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.28",6600,"MFG_SalesAgreementProduct.566","2019-10-24","20191024191458752523"
14,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.25",7020,"MFG_SalesAgreementProduct.567","2019-10-24","20191024191458752523"
20,96,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.16",5060,"MFG_SalesAgreementProduct.568","2019-10-24","20191024191458752523"
19,36,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.51",3990,"MFG_SalesAgreementProduct.569","2019-10-24","20191024191458752523"
0,2700,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.63",960,"MFG_SalesAgreementProduct.570","2019-10-24","20191024191458752523"
11,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.74",7380,"MFG_SalesAgreementProduct.571","2019-10-24","20191024191458752523"
4,144,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.66",768,"MFG_SalesAgreementProduct.572","2019-10-24","20191024191458752523"
10,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.57",14555,"MFG_SalesAgreementProduct.573","2019-10-24","20191024191458752523"
11,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.14",6885,"MFG_SalesAgreementProduct.574","2019-10-24","20191024191458752523"
3,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.84",11050,"MFG_SalesAgreementProduct.575","2019-10-24","20191024191458752523"
1,72,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.70",4255,"MFG_SalesAgreementProduct.576","2019-10-24","20191024191458752523"
17,972,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.26",696,"MFG_SalesAgreementProduct.577","2019-10-24","20191024191458752523"
17,1224,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.42",1336,"MFG_SalesAgreementProduct.578","2019-10-24","20191024191458752523"
0,1404,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.27",1161,"MFG_SalesAgreementProduct.579","2019-10-24","20191024191458752523"
12,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.93",19270,"MFG_SalesAgreementProduct.580","2019-10-24","20191024191458752523"
3,216,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.74",6642,"MFG_SalesAgreementProduct.581","2019-10-24","20191024191458752523"
17,90,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.40",5700,"MFG_SalesAgreementProduct.582","2019-10-24","20191024191458752523"
11,30,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.86",1900,"MFG_SalesAgreementProduct.583","2019-10-24","20191024191458752523"
17,108,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.75",4116,"MFG_SalesAgreementProduct.584","2019-10-24","20191024191458752523"
19,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.53",6210,"MFG_SalesAgreementProduct.585","2019-10-24","20191024191458752523"
20,216,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.92",1640,"MFG_SalesAgreementProduct.586","2019-10-24","20191024191458752523"
13,612,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.51",1336,"MFG_SalesAgreementProduct.587","2019-10-24","20191024191458752523"
7,144,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.40",5120,"MFG_SalesAgreementProduct.588","2019-10-24","20191024191458752523"
9,120,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.56",3990,"MFG_SalesAgreementProduct.589","2019-10-24","20191024191458752523"
10,756,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.89",760,"MFG_SalesAgreementProduct.590","2019-10-24","20191024191458752523"
7,864,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.13",776,"MFG_SalesAgreementProduct.591","2019-10-24","20191024191458752523"
17,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.30",18135,"MFG_SalesAgreementProduct.592","2019-10-24","20191024191458752523"
12,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.67",11440,"MFG_SalesAgreementProduct.593","2019-10-24","20191024191458752523"
17,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.20",17940,"MFG_SalesAgreementProduct.594","2019-10-24","20191024191458752523"
9,936,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.36",910,"MFG_SalesAgreementProduct.595","2019-10-24","20191024191458752523"
7,288,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.80",5184,"MFG_SalesAgreementProduct.596","2019-10-24","20191024191458752523"
11,84,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.16",4920,"MFG_SalesAgreementProduct.597","2019-10-24","20191024191458752523"
4,72,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.92",6831,"MFG_SalesAgreementProduct.598","2019-10-24","20191024191458752523"
9,108,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.34",6450,"MFG_SalesAgreementProduct.599","2019-10-24","20191024191458752523"
18,162,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.72",7452,"MFG_SalesAgreementProduct.600","2019-10-24","20191024191458752523"
2,120,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.30",4312,"MFG_SalesAgreementProduct.601","2019-10-24","20191024191458752523"
2,180,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.80",7275,"MFG_SalesAgreementProduct.602","2019-10-24","20191024191458752523"
1,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.9",6750,"MFG_SalesAgreementProduct.603","2019-10-24","20191024191458752523"
7,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.36",5037,"MFG_SalesAgreementProduct.604","2019-10-24","20191024191458752523"
6,216,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.75",7050,"MFG_SalesAgreementProduct.605","2019-10-24","20191024191458752523"
5,162,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.61",5658,"MFG_SalesAgreementProduct.606","2019-10-24","20191024191458752523"
0,24,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.46",17630,"MFG_SalesAgreementProduct.607","2019-10-24","20191024191458752523"
10,48,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.31",4830,"MFG_SalesAgreementProduct.608","2019-10-24","20191024191458752523"
9,12,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.45",13650,"MFG_SalesAgreementProduct.609","2019-10-24","20191024191458752523"
15,120,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.99",3847,"MFG_SalesAgreementProduct.610","2019-10-24","20191024191458752523"
6,42,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.64",5632,"MFG_SalesAgreementProduct.611","2019-10-24","20191024191458752523"
12,486,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.84",4772,"MFG_SalesAgreementProduct.612","2019-10-24","20191024191458752523"
6,468,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.17",1161,"MFG_SalesAgreementProduct.613","2019-10-24","20191024191458752523"
15,48,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.15",6885,"MFG_SalesAgreementProduct.614","2019-10-24","20191024191458752523"
3,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.51",7650,"MFG_SalesAgreementProduct.615","2019-10-24","20191024191458752523"
10,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.64",5865,"MFG_SalesAgreementProduct.616","2019-10-24","20191024191458752523"
9,24,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.15",17015,"MFG_SalesAgreementProduct.617","2019-10-24","20191024191458752523"
9,216,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.101",5751,"MFG_SalesAgreementProduct.618","2019-10-24","20191024191458752523"
11,108,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.50",3870,"MFG_SalesAgreementProduct.619","2019-10-24","20191024191458752523"
11,810,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.33",1012,"MFG_SalesAgreementProduct.620","2019-10-24","20191024191458752523"
6,522,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.48",640,"MFG_SalesAgreementProduct.621","2019-10-24","20191024191458752523"
17,864,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.37",945,"MFG_SalesAgreementProduct.622","2019-10-24","20191024191458752523"
11,108,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.45",4830,"MFG_SalesAgreementProduct.623","2019-10-24","20191024191458752523"
13,1404,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.74",720,"MFG_SalesAgreementProduct.624","2019-10-24","20191024191458752523"
15,36,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.30",5727,"MFG_SalesAgreementProduct.625","2019-10-24","20191024191458752523"
6,3024,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.100",850,"MFG_SalesAgreementProduct.626","2019-10-24","20191024191458752523"
12,54,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.38",6210,"MFG_SalesAgreementProduct.627","2019-10-24","20191024191458752523"
9,108,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.49",1680,"MFG_SalesAgreementProduct.628","2019-10-24","20191024191458752523"
10,36,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.53",1760,"MFG_SalesAgreementProduct.629","2019-10-24","20191024191458752523"
8,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.58",7470,"MFG_SalesAgreementProduct.630","2019-10-24","20191024191458752523"
11,324,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.59",4657,"MFG_SalesAgreementProduct.631","2019-10-24","20191024191458752523"
4,36,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.56",10660,"MFG_SalesAgreementProduct.632","2019-10-24","20191024191458752523"
5,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.34",4255,"MFG_SalesAgreementProduct.633","2019-10-24","20191024191458752523"
4,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.96",7110,"MFG_SalesAgreementProduct.634","2019-10-24","20191024191458752523"
12,96,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.29",3420,"MFG_SalesAgreementProduct.635","2019-10-24","20191024191458752523"
5,162,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.72",10400,"MFG_SalesAgreementProduct.636","2019-10-24","20191024191458752523"
16,36,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.97",1640,"MFG_SalesAgreementProduct.637","2019-10-24","20191024191458752523"
19,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.82",6399,"MFG_SalesAgreementProduct.638","2019-10-24","20191024191458752523"
15,54,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.36",3234,"MFG_SalesAgreementProduct.639","2019-10-24","20191024191458752523"
6,12,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.53",20500,"MFG_SalesAgreementProduct.640","2019-10-24","20191024191458752523"
19,36,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.30",10530,"MFG_SalesAgreementProduct.641","2019-10-24","20191024191458752523"
7,72,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.79",6000,"MFG_SalesAgreementProduct.642","2019-10-24","20191024191458752523"
7,96,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.79",3420,"MFG_SalesAgreementProduct.643","2019-10-24","20191024191458752523"
13,108,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.50",4185,"MFG_SalesAgreementProduct.644","2019-10-24","20191024191458752523"
8,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.20",13000,"MFG_SalesAgreementProduct.645","2019-10-24","20191024191458752523"
16,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.82",8100,"MFG_SalesAgreementProduct.646","2019-10-24","20191024191458752523"
6,378,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.101",3735,"MFG_SalesAgreementProduct.647","2019-10-24","20191024191458752523"
4,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.86",10530,"MFG_SalesAgreementProduct.648","2019-10-24","20191024191458752523"
8,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.11",7830,"MFG_SalesAgreementProduct.649","2019-10-24","20191024191458752523"
14,180,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.25",4255,"MFG_SalesAgreementProduct.650","2019-10-24","20191024191458752523"
14,162,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.94",5451,"MFG_SalesAgreementProduct.651","2019-10-24","20191024191458752523"
3,108,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.49",6525,"MFG_SalesAgreementProduct.652","2019-10-24","20191024191458752523"
8,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.62",15015,"MFG_SalesAgreementProduct.653","2019-10-24","20191024191458752523"
18,36,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.99",11050,"MFG_SalesAgreementProduct.654","2019-10-24","20191024191458752523"
20,162,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.100",3192,"MFG_SalesAgreementProduct.655","2019-10-24","20191024191458752523"
12,72,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.49",7425,"MFG_SalesAgreementProduct.656","2019-10-24","20191024191458752523"
16,558,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.23",608,"MFG_SalesAgreementProduct.657","2019-10-24","20191024191458752523"
17,108,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.25",5520,"MFG_SalesAgreementProduct.658","2019-10-24","20191024191458752523"
4,36,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.64",5760,"MFG_SalesAgreementProduct.659","2019-10-24","20191024191458752523"
2,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.73",8460,"MFG_SalesAgreementProduct.660","2019-10-24","20191024191458752523"
12,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.72",8010,"MFG_SalesAgreementProduct.661","2019-10-24","20191024191458752523"
16,324,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.13",4370,"MFG_SalesAgreementProduct.662","2019-10-24","20191024191458752523"
1,18,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.96",7452,"MFG_SalesAgreementProduct.663","2019-10-24","20191024191458752523"
8,108,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.95",18860,"MFG_SalesAgreementProduct.664","2019-10-24","20191024191458752523"
12,18,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.86",6279,"MFG_SalesAgreementProduct.665","2019-10-24","20191024191458752523"
18,900,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.12",744,"MFG_SalesAgreementProduct.666","2019-10-24","20191024191458752523"
13,12,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.15",5520,"MFG_SalesAgreementProduct.667","2019-10-24","20191024191458752523"
16,162,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.60",3108,"MFG_SalesAgreementProduct.668","2019-10-24","20191024191458752523"
19,42,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.53",3645,"MFG_SalesAgreementProduct.669","2019-10-24","20191024191458752523"
1,3672,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.105",700,"MFG_SalesAgreementProduct.670","2019-10-24","20191024191458752523"
12,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.76",13000,"MFG_SalesAgreementProduct.671","2019-10-24","20191024191458752523"
8,60,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.52",3895,"MFG_SalesAgreementProduct.672","2019-10-24","20191024191458752523"
14,432,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.74",3420,"MFG_SalesAgreementProduct.673","2019-10-24","20191024191458752523"
6,18,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.88",7047,"MFG_SalesAgreementProduct.674","2019-10-24","20191024191458752523"
9,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.57",7650,"MFG_SalesAgreementProduct.675","2019-10-24","20191024191458752523"
16,36,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.67",3960,"MFG_SalesAgreementProduct.676","2019-10-24","20191024191458752523"
1,378,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.105",5692,"MFG_SalesAgreementProduct.677","2019-10-24","20191024191458752523"
8,1656,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.82",985,"MFG_SalesAgreementProduct.678","2019-10-24","20191024191458752523"
3,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.32",7560,"MFG_SalesAgreementProduct.679","2019-10-24","20191024191458752523"
11,12,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.16",7290,"MFG_SalesAgreementProduct.680","2019-10-24","20191024191458752523"
15,252,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.103",5577,"MFG_SalesAgreementProduct.681","2019-10-24","20191024191458752523"
20,72,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.68",3780,"MFG_SalesAgreementProduct.682","2019-10-24","20191024191458752523"
15,576,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.16",990,"MFG_SalesAgreementProduct.683","2019-10-24","20191024191458752523"
3,18,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.35",7200,"MFG_SalesAgreementProduct.684","2019-10-24","20191024191458752523"
9,900,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.104",752,"MFG_SalesAgreementProduct.685","2019-10-24","20191024191458752523"
11,36,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.51",15375,"MFG_SalesAgreementProduct.686","2019-10-24","20191024191458752523"
13,36,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.89",8019,"MFG_SalesAgreementProduct.687","2019-10-24","20191024191458752523"
14,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.87",12480,"MFG_SalesAgreementProduct.688","2019-10-24","20191024191458752523"
20,108,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.105",4945,"MFG_SalesAgreementProduct.689","2019-10-24","20191024191458752523"
19,132,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.44",3562,"MFG_SalesAgreementProduct.690","2019-10-24","20191024191458752523"
4,336,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.31",672,"MFG_SalesAgreementProduct.691","2019-10-24","20191024191458752523"
3,1404,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.60",728,"MFG_SalesAgreementProduct.692","2019-10-24","20191024191458752523"
20,900,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.71",736,"MFG_SalesAgreementProduct.693","2019-10-24","20191024191458752523"
3,36,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.37",6300,"MFG_SalesAgreementProduct.694","2019-10-24","20191024191458752523"
20,360,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.27",4025,"MFG_SalesAgreementProduct.695","2019-10-24","20191024191458752523"
2,1890,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.95",1309,"MFG_SalesAgreementProduct.696","2019-10-24","20191024191458752523"
12,222,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.97",1215,"MFG_SalesAgreementProduct.697","2019-10-24","20191024191458752523"
2,36,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.50",20500,"MFG_SalesAgreementProduct.698","2019-10-24","20191024191458752523"
2,2970,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.101",870,"MFG_SalesAgreementProduct.699","2019-10-24","20191024191458752523"
7,144,"Compactor 9000","PricebookEntry.082","MFG_SalesAgreement.80",6480,"MFG_SalesAgreementProduct.700","2019-10-24","20191024191458752523"
9,42,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.86",5325,"MFG_SalesAgreementProduct.701","2019-10-24","20191024191458752523"
18,54,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.34",14350,"MFG_SalesAgreementProduct.702","2019-10-24","20191024191458752523"
14,1098,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.19",780,"MFG_SalesAgreementProduct.703","2019-10-24","20191024191458752523"
5,108,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.91",3150,"MFG_SalesAgreementProduct.704","2019-10-24","20191024191458752523"
12,108,"Compactor 3500","PricebookEntry.081","MFG_SalesAgreement.84",4600,"MFG_SalesAgreementProduct.705","2019-10-24","20191024191458752523"
17,594,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.95",3657,"MFG_SalesAgreementProduct.706","2019-10-24","20191024191458752523"
8,48,"Hammer H700","PricebookEntry.078","MFG_SalesAgreement.77",5002,"MFG_SalesAgreementProduct.707","2019-10-24","20191024191458752523"
20,252,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.69",5952,"MFG_SalesAgreementProduct.708","2019-10-24","20191024191458752523"
5,126,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.19",3870,"MFG_SalesAgreementProduct.709","2019-10-24","20191024191458752523"
6,108,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.12",5865,"MFG_SalesAgreementProduct.710","2019-10-24","20191024191458752523"
0,216,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.71",6144,"MFG_SalesAgreementProduct.711","2019-10-24","20191024191458752523"
13,216,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.82",6375,"MFG_SalesAgreementProduct.712","2019-10-24","20191024191458752523"
13,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.99",16575,"MFG_SalesAgreementProduct.713","2019-10-24","20191024191458752523"
4,2088,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.82",820,"MFG_SalesAgreementProduct.714","2019-10-24","20191024191458752523"
15,24,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.76",6600,"MFG_SalesAgreementProduct.715","2019-10-24","20191024191458752523"
7,126,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.51",3690,"MFG_SalesAgreementProduct.716","2019-10-24","20191024191458752523"
16,54,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.34",12610,"MFG_SalesAgreementProduct.717","2019-10-24","20191024191458752523"
17,24,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.43",18040,"MFG_SalesAgreementProduct.718","2019-10-24","20191024191458752523"
11,216,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.71",4230,"MFG_SalesAgreementProduct.719","2019-10-24","20191024191458752523"
11,216,"Pulverizer P10","PricebookEntry.079","MFG_SalesAgreement.69",4275,"MFG_SalesAgreementProduct.720","2019-10-24","20191024191458752523"
19,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.80",15015,"MFG_SalesAgreementProduct.721","2019-10-24","20191024191458752523"
0,72,"Utility Broom UB1000","PricebookEntry.073","MFG_SalesAgreement.44",4275,"MFG_SalesAgreementProduct.722","2019-10-24","20191024191458752523"
0,252,"Sweeper S1000","PricebookEntry.070","MFG_SalesAgreement.103",5850,"MFG_SalesAgreementProduct.723","2019-10-24","20191024191458752523"
6,42,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.54",4980,"MFG_SalesAgreementProduct.724","2019-10-24","20191024191458752523"
11,36,"Backhoe Attachment R2","PricebookEntry.069","MFG_SalesAgreement.20",18040,"MFG_SalesAgreementProduct.725","2019-10-24","20191024191458752523"
12,90,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.36",1920,"MFG_SalesAgreementProduct.726","2019-10-24","20191024191458752523"
14,54,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.77",4370,"MFG_SalesAgreementProduct.727","2019-10-24","20191024191458752523"
0,6,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.8",8100,"MFG_SalesAgreementProduct.728","2019-10-24","20191024191458752523"
18,54,"Trencher T60","PricebookEntry.076","MFG_SalesAgreement.93",6570,"MFG_SalesAgreementProduct.729","2019-10-24","20191024191458752523"
4,42,"Trencher T36","PricebookEntry.074","MFG_SalesAgreement.53",5100,"MFG_SalesAgreementProduct.730","2019-10-24","20191024191458752523"
20,180,"Pickup Broom PB200","PricebookEntry.072","MFG_SalesAgreement.80",5625,"MFG_SalesAgreementProduct.731","2019-10-24","20191024191458752523"
14,270,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.95",2000,"MFG_SalesAgreementProduct.732","2019-10-24","20191024191458752523"
6,162,"Hammer H500","PricebookEntry.077","MFG_SalesAgreement.93",3318,"MFG_SalesAgreementProduct.733","2019-10-24","20191024191458752523"
2,36,"Pickup Broom PB100","PricebookEntry.071","MFG_SalesAgreement.29",5865,"MFG_SalesAgreementProduct.734","2019-10-24","20191024191458752523"
7,126,"Ripper 37","PricebookEntry.087","MFG_SalesAgreement.25",1480,"MFG_SalesAgreementProduct.735","2019-10-24","20191024191458752523"
3,1584,"Ripper 34","PricebookEntry.086","MFG_SalesAgreement.13",1026,"MFG_SalesAgreementProduct.736","2019-10-24","20191024191458752523"
4,1458,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.100",696,"MFG_SalesAgreementProduct.737","2019-10-24","20191024191458752523"
10,624,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.32",920,"MFG_SalesAgreementProduct.738","2019-10-24","20191024191458752523"
10,288,"Trencher T48","PricebookEntry.075","MFG_SalesAgreement.12",4992,"MFG_SalesAgreementProduct.739","2019-10-24","20191024191458752523"
19,144,"Pulverizer P20","PricebookEntry.080","MFG_SalesAgreement.38",4560,"MFG_SalesAgreementProduct.740","2019-10-24","20191024191458752523"
1,1836,"Ripper 27","PricebookEntry.085","MFG_SalesAgreement.41",940,"MFG_SalesAgreementProduct.741","2019-10-24","20191024191458752523"
11,300,"Ripper 19","PricebookEntry.084","MFG_SalesAgreement.89",760,"MFG_SalesAgreementProduct.742","2019-10-24","20191024191458752523"
11,1,"Backhoe Attachment R1","PricebookEntry.068","MFG_SalesAgreement.67",15405,"MFG_SalesAgreementProduct.743","2019-10-24","20191024191458752523"
2,18,"Compactor 9500","PricebookEntry.083","MFG_SalesAgreement.97",9880,"MFG_SalesAgreementProduct.744","2019-10-24","20191024191458752523"
