BillingCountry,BillingPostalCode,BillingStreet,BillingCity,BillingState,Country,lon,lat,latlong,Address
Japan,062-0934,平岸三条十八丁目１−１,札幌市豊平区,北海道,JP,141.36964239,43.01926192,"43.01926192,141.36964239",北海道札幌市豊平区平岸三条十八丁目１−１
Japan,513-0855,石垣三丁目３−３,鈴鹿市,三重県,JP,136.5647699,34.85756577,"34.85756577,136.5647699",三重県鈴鹿市石垣三丁目３−３
Japan,984-0812,元茶畑二丁目２−４,仙台市若林区,宮城県,JP,140.89259876,38.24892387,"38.24892387,140.89259876",宮城県仙台市若林区元茶畑二丁目２−４
Japan,133-0072,春江町一丁目３−２,江戸川区,東京都,JP,139.89156081,35.70296634,"35.70296634,139.89156081",東京都江戸川区春江町一丁目３−２
Japan,216-0013,有馬五丁目１−１,川崎市宮前区,神奈川県,JP,139.58103824,35.57299524,"35.57299524,139.58103824",神奈川県川崎市宮前区有馬五丁目１−１
Japan,701-1145,山科町一丁目２−２,岡山市北区,岡山県,JP,133.92811153,34.64989276,"34.64989276,133.92811153",岡山県岡山市北区山科町一丁目２−２
Japan,464-0085,古出来三丁目１−９,名古屋市千種区,愛知県,JP,136.94203526,35.18238101,"35.18238101,136.94203526",愛知県名古屋市千種区古出来三丁目１−９
Japan,860-0036,保田窪二丁目２−５,熊本市中央区,熊本県,JP,130.74589725,32.80557469,"32.80557469,130.74589725",熊本県熊本市中央区保田窪二丁目２−５
Japan,242-0028,下鶴間二丁目２−２,大和市,神奈川県,JP,139.45995237,35.50119513,"35.50119513,139.45995237",神奈川県大和市下鶴間二丁目２−２
Japan,447-0078,清水町二丁目３−２,碧南市,愛知県,JP,137.02044915,34.92207864,"34.92207864,137.02044915",愛知県碧南市清水町二丁目３−２
Japan,134-0087,松江二丁目２−３,江戸川区,東京都,JP,139.87410238,35.69849015,"35.69849015,139.87410238",東京都江戸川区松江二丁目２−３
Japan,929-0108,旭台町二丁目３−７,能美市,石川県,JP,136.5971079,36.44181939,"36.44181939,136.5971079",石川県能美市旭台町二丁目３−７
Japan,451-0034,花原町二丁目３−６,名古屋市西区,愛知県,JP,136.89323205,35.22466516,"35.22466516,136.89323205",愛知県名古屋市西区花原町二丁目３−６
Japan,458-0038,小坂二丁目３−４,名古屋市緑区,愛知県,JP,136.97939535,35.08206153,"35.08206153,136.97939535",愛知県名古屋市緑区小坂二丁目３−４
Japan,901-1301,字上与那原二丁目１−１,島尻郡与那原町,沖縄県,JP,127.75044658,26.19962534,"26.19962534,127.75044658",沖縄県島尻郡与那原町字上与那原二丁目１−１
Japan,260-0012,本千葉町二丁目２−６,千葉市中央区,千葉県,JP,140.12013734,35.60585504,"35.60585504,140.12013734",千葉県千葉市中央区本千葉町二丁目２−６
Japan,454-0997,松葉町一丁目２−６,名古屋市中川区,愛知県,JP,136.86523156,35.15171062,"35.15171062,136.86523156",愛知県名古屋市中川区松葉町一丁目２−６
Japan,273-0016,咲が丘二丁目１−６,船橋市,千葉県,JP,140.02300386,35.75935244,"35.75935244,140.02300386",千葉県船橋市咲が丘二丁目１−６
Japan,920-0936,清瀬町二丁目３−１,金沢市,石川県,JP,136.65680117,36.49484773,"36.49484773,136.65680117",石川県金沢市清瀬町二丁目３−１
Japan,856-0011,寿古町一丁目３−２,大村市,長崎県,JP,129.93558793,32.96839332,"32.96839332,129.93558793",長崎県大村市寿古町一丁目３−２
Japan,810-0032,輝国二丁目２−３,福岡市中央区,福岡県,JP,130.38119299,33.57131023,"33.57131023,130.38119299",福岡県福岡市中央区輝国二丁目２−３
Japan,921-8047,法光寺町一丁目３−１,金沢市,石川県,JP,136.68942175,36.60133462,"36.60133462,136.68942175",石川県金沢市法光寺町一丁目３−１
Japan,604-0835,下丸屋町二丁目１−７,京都市中京区,京都府,JP,135.75502343,35.01645946,"35.01645946,135.75502343",京都府京都市中京区下丸屋町二丁目１−７
Japan,335-0021,下戸田二丁目３−７,戸田市,埼玉県,JP,139.68295055,35.81572304,"35.81572304,139.68295055",埼玉県戸田市下戸田二丁目３−７
Japan,601-1104,浄土寺上馬場町二丁目３−３,京都市左京区,京都府,JP,135.7904523,35.02558064,"35.02558064,135.7904523",京都府京都市左京区浄土寺上馬場町二丁目３−３
Japan,252-0811,本鵠沼五丁目２−５,藤沢市,神奈川県,JP,139.47289553,35.3369002,"35.3369002,139.47289553",神奈川県藤沢市本鵠沼五丁目２−５
Japan,564-0062,川岸町一丁目２−５,吹田市,大阪府,JP,135.51602034,34.75088755,"34.75088755,135.51602034",大阪府吹田市川岸町一丁目２−５
Japan,134-0084,上篠崎一丁目３−９,江戸川区,東京都,JP,139.90200399,35.71591181,"35.71591181,139.90200399",東京都江戸川区上篠崎一丁目３−９
Japan,173-0004,栄町一丁目１−６,板橋区,東京都,JP,139.7017677,35.7534569,"35.7534569,139.7017677",東京都板橋区栄町一丁目１−６
Japan,211-0044,小杉御殿町一丁目３−１,川崎市中原区,神奈川県,JP,139.65195262,35.58491287,"35.58491287,139.65195262",神奈川県川崎市中原区小杉御殿町一丁目３−１
Japan,604-8243,二条殿町二丁目３−７,京都市中京区,京都府,JP,135.76047374,35.01174146,"35.01174146,135.76047374",京都府京都市中京区二条殿町二丁目３−７
Japan,274-0066,大穴北七丁目２−４,船橋市,千葉県,JP,140.05100443,35.74616297,"35.74616297,140.05100443",千葉県船橋市大穴北七丁目２−４
Japan,458-0807,鹿山一丁目２−６,名古屋市緑区,愛知県,JP,136.963883,35.08838254,"35.08838254,136.963883",愛知県名古屋市緑区鹿山一丁目２−６
Japan,211-0003,北谷町一丁目１−５,川崎市中原区,神奈川県,JP,139.67245715,35.56249313,"35.56249313,139.67245715",神奈川県川崎市中原区北谷町一丁目１−５
Japan,591-8012,北長尾町二丁二丁目２−８,堺市北区,大阪府,JP,135.50062375,34.57575932,"34.57575932,135.50062375",大阪府堺市北区北長尾町二丁二丁目２−８
Japan,321-0916,東木代町一丁目１−４,宇都宮市,栃木県,JP,139.95572247,36.48084722,"36.48084722,139.95572247",栃木県宇都宮市東木代町一丁目１−４
Japan,920-0111,浅丘町二丁目１−８,金沢市,石川県,JP,136.74138195,36.63773115,"36.63773115,136.74138195",石川県金沢市浅丘町二丁目１−８
Japan,920-0102,神田町一丁目３−９,金沢市,石川県,JP,136.63152698,36.56063249,"36.56063249,136.63152698",石川県金沢市神田町一丁目３−９
Japan,221-0814,松本町一丁目２−６,横浜市神奈川区,神奈川県,JP,139.62544167,35.47503616,"35.47503616,139.62544167",神奈川県横浜市神奈川区松本町一丁目２−６
Japan,305-0017,要二丁目２−７,つくば市,茨城県,JP,140.08347142,36.11392228,"36.11392228,140.08347142",茨城県つくば市要二丁目２−７
Japan,444-0903,六名一丁目２−２,岡崎市,愛知県,JP,137.15355657,34.94665236,"34.94665236,137.15355657",愛知県岡崎市六名一丁目２−２
Japan,162-0825,神楽坂四丁目３−２,新宿区,東京都,JP,139.74063029,35.70251355,"35.70251355,139.74063029",東京都新宿区神楽坂四丁目３−２
Japan,486-0818,西本町二丁目２−１,春日井市,愛知県,JP,136.93074083,35.23508775,"35.23508775,136.93074083",愛知県春日井市西本町二丁目２−１
Japan,372-0811,除ケ町二丁目１−６,伊勢崎市,群馬県,JP,139.19163018,36.28254625,"36.28254625,139.19163018",群馬県伊勢崎市除ケ町二丁目１−６
Japan,921-8151,北間町一丁目１−６,金沢市,石川県,JP,136.63773579,36.62468728,"36.62468728,136.63773579",石川県金沢市北間町一丁目１−６
Japan,060-0011,北二条東十六丁目３−６,札幌市中央区,北海道,JP,141.38145882,43.06837676,"43.06837676,141.38145882",北海道札幌市中央区北二条東十六丁目３−６
Japan,144-0033,池上三丁目１−６,大田区,東京都,JP,139.70045826,35.57460399,"35.57460399,139.70045826",東京都大田区池上三丁目１−６
Japan,604-8332,西ノ京鹿垣町二丁目２−３,京都市中京区,京都府,JP,135.73488387,35.01860253,"35.01860253,135.73488387",京都府京都市中京区西ノ京鹿垣町二丁目２−３
Japan,505-0042,太田本町一丁目１−５,美濃加茂市,岐阜県,JP,137.01929541,35.43784574,"35.43784574,137.01929541",岐阜県美濃加茂市太田本町一丁目１−５
Japan,498-0032,森津十六丁目２−３,弥富市,愛知県,JP,136.73439233,35.0949726,"35.0949726,136.73439233",愛知県弥富市森津十六丁目２−３
Japan,444-0949,大井野町一丁目３−３,岡崎市,愛知県,JP,137.23364783,34.98222587,"34.98222587,137.23364783",愛知県岡崎市大井野町一丁目３−３
Japan,486-0814,勝川町七丁目２−２,春日井市,愛知県,JP,136.95613336,35.23002809,"35.23002809,136.95613336",愛知県春日井市勝川町七丁目２−２
Japan,332-0001,南鳩ヶ谷四丁目３−３,川口市,埼玉県,JP,139.73752312,35.81423444,"35.81423444,139.73752312",埼玉県川口市南鳩ヶ谷四丁目３−３
Japan,701-1134,御津矢原一丁目３−８,岡山市北区,岡山県,JP,133.94141071,34.80272998,"34.80272998,133.94141071",岡山県岡山市北区御津矢原一丁目３−８
Japan,155-0033,若林五丁目２−４,世田谷区,東京都,JP,139.6568318,35.64987211,"35.64987211,139.6568318",東京都世田谷区若林五丁目２−４
Japan,107-0061,赤坂七丁目１−４,港区,東京都,JP,139.73023734,35.67162953,"35.67162953,139.73023734",東京都港区赤坂七丁目１−４
Japan,920-0354,久安三丁目１−１,金沢市,石川県,JP,136.63151763,36.53646259,"36.53646259,136.63151763",石川県金沢市久安三丁目１−１
Japan,252-0223,淵野辺本町三丁目２−３,相模原市中央区,神奈川県,JP,139.40630034,35.5716502,"35.5716502,139.40630034",神奈川県相模原市中央区淵野辺本町三丁目２−３
Japan,733-0814,己斐中二丁目１−１,広島市西区,広島県,JP,132.42582029,34.40156765,"34.40156765,132.42582029",広島県広島市西区己斐中二丁目１−１
Japan,202-0005,向台町五丁目１−３,西東京市,東京都,JP,139.52971982,35.7196191,"35.7196191,139.52971982",東京都西東京市向台町五丁目１−３
Japan,920-0843,三小牛町二丁目２−３,金沢市,石川県,JP,136.66923577,36.51075177,"36.51075177,136.66923577",石川県金沢市三小牛町二丁目２−３
Japan,132-0024,瑞江四丁目３−４,江戸川区,東京都,JP,139.8931734,35.69248995,"35.69248995,139.8931734",東京都江戸川区瑞江四丁目３−４
Japan,901-0151,首里末吉町一丁目３−７,那覇市,沖縄県,JP,127.71344913,26.22785275,"26.22785275,127.71344913",沖縄県那覇市首里末吉町一丁目３−７
Japan,731-3172,安東二丁目２−８,広島市安佐南区,広島県,JP,132.4553345,34.47421417,"34.47421417,132.4553345",広島県広島市安佐南区安東二丁目２−８
Japan,188-0014,新町一丁目１−４,西東京市,東京都,JP,139.54646904,35.71773318,"35.71773318,139.54646904",東京都西東京市新町一丁目１−４
Japan,567-0047,大字桑原二丁目２−３,茨木市,大阪府,JP,135.56217503,34.86208976,"34.86208976,135.56217503",大阪府茨木市大字桑原二丁目２−３
Japan,486-0956,知多町一丁目３−２,春日井市,愛知県,JP,136.94364533,35.22845894,"35.22845894,136.94364533",愛知県春日井市知多町一丁目３−２
Japan,475-0078,新宮町二丁目１−６,半田市,愛知県,JP,136.90482061,34.88037614,"34.88037614,136.90482061",愛知県半田市新宮町二丁目１−６
Japan,144-0053,南馬込三丁目１−５,大田区,東京都,JP,139.7180888,35.58630461,"35.58630461,139.7180888",東京都大田区南馬込三丁目１−５
Japan,273-0048,前原東二丁目２−７,船橋市,千葉県,JP,140.03117988,35.69515016,"35.69515016,140.03117988",千葉県船橋市前原東二丁目２−７
Japan,352-0024,片山二丁目１−５,新座市,埼玉県,JP,139.56742177,35.76739101,"35.76739101,139.56742177",埼玉県新座市片山二丁目１−５
Japan,567-0801,太田二丁目１−９,茨木市,大阪府,JP,135.57444353,34.84237431,"34.84237431,135.57444353",大阪府茨木市太田二丁目１−９
Japan,604-8005,梅忠町二丁目３−４,京都市中京区,京都府,JP,135.76050469,35.00813263,"35.00813263,135.76050469",京都府京都市中京区梅忠町二丁目３−４
Japan,179-0073,旭丘二丁目２−６,練馬区,東京都,JP,139.67849713,35.73506807,"35.73506807,139.67849713",東京都練馬区旭丘二丁目２−６
Japan,135-0045,大島九丁目３−１,江東区,東京都,JP,139.84605241,35.69084273,"35.69084273,139.84605241",東京都江東区大島九丁目３−１
Japan,440-0011,牛川通一丁目２−３,豊橋市,愛知県,JP,137.42026928,34.77730421,"34.77730421,137.42026928",愛知県豊橋市牛川通一丁目２−３
Japan,464-0019,揚羽町二丁目３−２,名古屋市千種区,愛知県,JP,136.96633897,35.18153718,"35.18153718,136.96633897",愛知県名古屋市千種区揚羽町二丁目３−２
Japan,252-0201,中央四丁目１−６,相模原市中央区,神奈川県,JP,139.36686404,35.57216982,"35.57216982,139.36686404",神奈川県相模原市中央区中央四丁目１−６
Japan,472-0053,本町一丁目２−８,知立市,愛知県,JP,137.04017368,35.00860794,"35.00860794,137.04017368",愛知県知立市本町一丁目２−８
Japan,731-0111,中筋二丁目１−４,広島市安佐南区,広島県,JP,132.4789837,34.44881513,"34.44881513,132.4789837",広島県広島市安佐南区中筋二丁目１−４
Japan,810-0054,今川一丁目２−７,福岡市中央区,福岡県,JP,130.36825105,33.58771418,"33.58771418,130.36825105",福岡県福岡市中央区今川一丁目２−７
Japan,982-0835,長町南四丁目３−６,仙台市太白区,宮城県,JP,140.87199344,38.22109624,"38.22109624,140.87199344",宮城県仙台市太白区長町南四丁目３−６
Japan,465-0015,豊が丘一丁目１−７,名古屋市名東区,愛知県,JP,137.01462246,35.18620467,"35.18620467,137.01462246",愛知県名古屋市名東区豊が丘一丁目１−７
Japan,226-0021,鴨居一丁目１−６,横浜市緑区,神奈川県,JP,139.56875613,35.5112063,"35.5112063,139.56875613",神奈川県横浜市緑区鴨居一丁目１−６
Japan,270-1463,藤ケ谷新田一丁目１−８,柏市,千葉県,JP,140.01888062,35.82297532,"35.82297532,140.01888062",千葉県柏市藤ケ谷新田一丁目１−８
Japan,619-1134,加茂町東小下二丁目２−５,木津川市,京都府,JP,135.87813457,34.72062631,"34.72062631,135.87813457",京都府木津川市加茂町東小下二丁目２−５
Japan,463-0047,大森一丁目１−２,名古屋市守山区,愛知県,JP,136.99452188,35.20278508,"35.20278508,136.99452188",愛知県名古屋市守山区大森一丁目１−２
Japan,321-0133,昭和二丁目３−４,宇都宮市,栃木県,JP,139.88026759,36.56723015,"36.56723015,139.88026759",栃木県宇都宮市昭和二丁目３−４
Japan,444-0916,薮田一丁目３−７,岡崎市,愛知県,JP,137.16098208,34.98835413,"34.98835413,137.16098208",愛知県岡崎市薮田一丁目３−７
Japan,003-0833,北郷一条十一丁目１−９,札幌市白石区,北海道,JP,141.43248277,43.04768844,"43.04768844,141.43248277",北海道札幌市白石区北郷一条十一丁目１−９
Japan,981-0911,高松三丁目２−５,仙台市青葉区,宮城県,JP,140.89443449,38.28303781,"38.28303781,140.89443449",宮城県仙台市青葉区高松三丁目２−５
Japan,513-0843,平田二丁目１−８,鈴鹿市,三重県,JP,136.5365442,34.87588601,"34.87588601,136.5365442",三重県鈴鹿市平田二丁目１−８
Japan,064-0959,南八条西二十二丁目２−７,札幌市中央区,北海道,JP,141.32548476,43.04755828,"43.04755828,141.32548476",北海道札幌市中央区南八条西二十二丁目２−７
Japan,064-0808,南二十条西七丁目１−２,札幌市中央区,北海道,JP,141.35127719,43.03280684,"43.03280684,141.35127719",北海道札幌市中央区南二十条西七丁目１−２
Japan,920-0128,観音町三丁目２−５,金沢市,石川県,JP,136.67081772,36.57030156,"36.57030156,136.67081772",石川県金沢市観音町三丁目２−５
Japan,135-0063,若洲三丁目３−８,江東区,東京都,JP,139.83548555,35.62303973,"35.62303973,139.83548555",東京都江東区若洲三丁目３−８
Japan,487-0022,篠木町四丁目３−６,春日井市,愛知県,JP,136.98644931,35.25434902,"35.25434902,136.98644931",愛知県春日井市篠木町四丁目３−６
Japan,274-0826,坪井西二丁目２−１,船橋市,千葉県,JP,140.05356826,35.73219787,"35.73219787,140.05356826",千葉県船橋市坪井西二丁目２−１
Japan,606-8213,修学院室町一丁目３−１,京都市左京区,京都府,JP,135.79954964,35.05377046,"35.05377046,135.79954964",京都府京都市左京区修学院室町一丁目３−１
Japan,920-0805,窪六丁目１−９,金沢市,石川県,JP,136.64174609,36.52920724,"36.52920724,136.64174609",石川県金沢市窪六丁目１−９
Japan,060-0035,北一条西十四丁目２−１,札幌市中央区,北海道,JP,141.33427895,43.05920457,"43.05920457,141.33427895",北海道札幌市中央区北一条西十四丁目２−１
Japan,184-0003,桜町三丁目２−７,小金井市,東京都,JP,139.51151316,35.71391983,"35.71391983,139.51151316",東京都小金井市桜町三丁目２−７
Japan,154-0003,代田五丁目２−８,世田谷区,東京都,JP,139.66167529,35.6611541,"35.6611541,139.66167529",東京都世田谷区代田五丁目２−８
Japan,458-0044,姥子山四丁目３−４,名古屋市緑区,愛知県,JP,136.98355009,35.06739788,"35.06739788,136.98355009",愛知県名古屋市緑区姥子山四丁目３−４
Japan,812-0069,香椎駅東三丁目１−２,福岡市東区,福岡県,JP,130.4506963,33.66471605,"33.66471605,130.4506963",福岡県福岡市東区香椎駅東三丁目１−２
Japan,300-4246,苅間一丁目３−５,つくば市,茨城県,JP,140.09915243,36.08086968,"36.08086968,140.09915243",茨城県つくば市苅間一丁目３−５
Japan,277-0843,明原一丁目２−６,柏市,千葉県,JP,139.96611011,35.86397286,"35.86397286,139.96611011",千葉県柏市明原一丁目２−６
Japan,901-2111,屋富祖四丁目２−９,浦添市,沖縄県,JP,127.70716134,26.25472948,"26.25472948,127.70716134",沖縄県浦添市屋富祖四丁目２−９
Japan,540-0010,博労町四丁目３−３,大阪市中央区,大阪府,JP,135.49905326,34.67847753,"34.67847753,135.49905326",大阪府大阪市中央区博労町四丁目３−３
Japan,334-0052,鳩ヶ谷本町一丁目３−１,川口市,埼玉県,JP,139.73720853,35.83372489,"35.83372489,139.73720853",埼玉県川口市鳩ヶ谷本町一丁目３−１
Japan,273-0865,坪井東三丁目３−７,船橋市,千葉県,JP,140.06058487,35.72836976,"35.72836976,140.06058487",千葉県船橋市坪井東三丁目３−７
Japan,468-0045,野並三丁目１−８,名古屋市天白区,愛知県,JP,136.95834839,35.10284071,"35.10284071,136.95834839",愛知県名古屋市天白区野並三丁目１−８
Japan,330-0045,前地一丁目１−１,さいたま市浦和区,埼玉県,JP,139.66555427,35.85577996,"35.85577996,139.66555427",埼玉県さいたま市浦和区前地一丁目１−１
Japan,815-0038,大楠三丁目１−２,福岡市南区,福岡県,JP,130.4133713,33.57003235,"33.57003235,130.4133713",福岡県福岡市南区大楠三丁目１−２
Japan,540-0007,天満橋京町二丁目１−６,大阪市中央区,大阪府,JP,135.51650559,34.69098995,"34.69098995,135.51650559",大阪府大阪市中央区天満橋京町二丁目１−６
Japan,174-0052,志村一丁目３−１,板橋区,東京都,JP,139.69613823,35.77324194,"35.77324194,139.69613823",東京都板橋区志村一丁目３−１
Japan,816-0807,宝町一丁目３−２,春日市,福岡県,JP,130.46155241,33.53713048,"33.53713048,130.46155241",福岡県春日市宝町一丁目３−２
Japan,243-0211,三田南三丁目１−８,厚木市,神奈川県,JP,139.35039562,35.47368945,"35.47368945,139.35039562",神奈川県厚木市三田南三丁目１−８
Japan,131-0046,亀沢一丁目３−１,墨田区,東京都,JP,139.79828947,35.69805043,"35.69805043,139.79828947",東京都墨田区亀沢一丁目３−１
Japan,921-8177,疋田一丁目２−５,金沢市,石川県,JP,136.67218985,36.60165384,"36.60165384,136.67218985",石川県金沢市疋田一丁目２−５
Japan,451-0021,天塚町一丁目２−７,名古屋市西区,愛知県,JP,136.89564069,35.2008695,"35.2008695,136.89564069",愛知県名古屋市西区天塚町一丁目２−７
Japan,221-0804,守屋町二丁目２−４,横浜市神奈川区,神奈川県,JP,139.64922984,35.4820178,"35.4820178,139.64922984",神奈川県横浜市神奈川区守屋町二丁目２−４
Japan,216-0015,神木一丁目２−１,川崎市宮前区,神奈川県,JP,139.58029412,35.59306042,"35.59306042,139.58029412",神奈川県川崎市宮前区神木一丁目２−１
Japan,454-0037,戸田ゆたか一丁目３−８,名古屋市中川区,愛知県,JP,136.80139608,35.1351999,"35.1351999,136.80139608",愛知県名古屋市中川区戸田ゆたか一丁目３−８
Japan,275-0025,秋津二丁目２−３,習志野市,千葉県,JP,140.01762815,35.67212606,"35.67212606,140.01762815",千葉県習志野市秋津二丁目２−３
Japan,538-0043,今津南四丁目１−７,大阪市鶴見区,大阪府,JP,135.57761907,34.69046579,"34.69046579,135.57761907",大阪府大阪市鶴見区今津南四丁目１−７
Japan,812-0875,三筑二丁目３−５,福岡市博多区,福岡県,JP,130.4564799,33.54978065,"33.54978065,130.4564799",福岡県福岡市博多区三筑二丁目３−５
Japan,332-0032,北原台一丁目１−１,川口市,埼玉県,JP,139.73975743,35.86967578,"35.86967578,139.73975743",埼玉県川口市北原台一丁目１−１
Japan,260-0802,川戸町二丁目３−５,千葉市中央区,千葉県,JP,140.16702079,35.58482832,"35.58482832,140.16702079",千葉県千葉市中央区川戸町二丁目３−５
Japan,223-0054,日吉五丁目３−７,横浜市港北区,神奈川県,JP,139.6542262,35.54924952,"35.54924952,139.6542262",神奈川県横浜市港北区日吉五丁目３−７
Japan,156-0055,喜多見三丁目３−４,世田谷区,東京都,JP,139.60126338,35.62575199,"35.62575199,139.60126338",東京都世田谷区喜多見三丁目３−４
Japan,173-0033,中丸町一丁目２−９,板橋区,東京都,JP,139.70329355,35.74229475,"35.74229475,139.70329355",東京都板橋区中丸町一丁目２−９
Japan,567-0041,並木町二丁目１−３,茨木市,大阪府,JP,135.58042091,34.80858058,"34.80858058,135.58042091",大阪府茨木市並木町二丁目１−３
Japan,810-0031,谷一丁目３−１,福岡市中央区,福岡県,JP,130.38232103,33.57602089,"33.57602089,130.38232103",福岡県福岡市中央区谷一丁目３−１
Japan,182-0011,緑ケ丘二丁目３−９,調布市,東京都,JP,139.58568983,35.66844407,"35.66844407,139.58568983",東京都調布市緑ケ丘二丁目３−９
Japan,920-0955,竪町一丁目１−３,金沢市,石川県,JP,136.65363694,36.55972743,"36.55972743,136.65363694",石川県金沢市竪町一丁目１−３
Japan,811-1353,曰佐五丁目３−７,福岡市南区,福岡県,JP,130.43073542,33.53691333,"33.53691333,130.43073542",福岡県福岡市南区曰佐五丁目３−７
Japan,157-0064,深沢四丁目３−１,世田谷区,東京都,JP,139.65757822,35.62025812,"35.62025812,139.65757822",東京都世田谷区深沢四丁目３−１
Japan,320-0056,徳次郎町一丁目２−５,宇都宮市,栃木県,JP,139.83760203,36.64868596,"36.64868596,139.83760203",栃木県宇都宮市徳次郎町一丁目２−５
Japan,553-0002,玉川三丁目２−１,大阪市福島区,大阪府,JP,135.48130046,34.68702773,"34.68702773,135.48130046",大阪府大阪市福島区玉川三丁目２−１
Japan,225-0021,桂台二丁目１−１,横浜市青葉区,神奈川県,JP,139.50181151,35.55053383,"35.55053383,139.50181151",神奈川県横浜市青葉区桂台二丁目１−１
Japan,513-0815,長太新町四丁目２−８,鈴鹿市,三重県,JP,136.63803803,34.89927426,"34.89927426,136.63803803",三重県鈴鹿市長太新町四丁目２−８
Japan,356-0032,富士見台一丁目３−９,ふじみ野市,埼玉県,JP,139.52181915,35.87049871,"35.87049871,139.52181915",埼玉県ふじみ野市富士見台一丁目３−９
Japan,454-0026,笈瀬町一丁目１−５,名古屋市中川区,愛知県,JP,136.88217727,35.14992376,"35.14992376,136.88217727",愛知県名古屋市中川区笈瀬町一丁目１−５
Japan,816-0843,星見ヶ丘五丁目３−４,春日市,福岡県,JP,130.45294191,33.50421453,"33.50421453,130.45294191",福岡県春日市星見ヶ丘五丁目３−４
Japan,920-1323,四王寺町二丁目１−７,金沢市,石川県,JP,136.72223916,36.61915884,"36.61915884,136.72223916",石川県金沢市四王寺町二丁目１−７
Japan,133-0042,南葛西六丁目１−３,江戸川区,東京都,JP,139.87711399,35.64779691,"35.64779691,139.87711399",東京都江戸川区南葛西六丁目１−３
Japan,215-0017,王禅寺東六丁目１−８,川崎市麻生区,神奈川県,JP,139.51209277,35.57740001,"35.57740001,139.51209277",神奈川県川崎市麻生区王禅寺東六丁目１−８
Japan,451-0032,新道一丁目３−７,名古屋市西区,愛知県,JP,136.88782122,35.18212522,"35.18212522,136.88782122",愛知県名古屋市西区新道一丁目３−７
Japan,813-0032,西戸崎四丁目３−３,福岡市東区,福岡県,JP,130.35241016,33.64869435,"33.64869435,130.35241016",福岡県福岡市東区西戸崎四丁目３−３
Japan,168-0081,上井草四丁目１−４,杉並区,東京都,JP,139.59714656,35.71930658,"35.71930658,139.59714656",東京都杉並区上井草四丁目１−４
Japan,333-0807,金山町二丁目３−６,川口市,埼玉県,JP,139.72180553,35.79697637,"35.79697637,139.72180553",埼玉県川口市金山町二丁目３−６
Japan,277-0924,柏四丁目２−４,柏市,千葉県,JP,139.97363863,35.86270591,"35.86270591,139.97363863",千葉県柏市柏四丁目２−４
Japan,144-0047,大森東四丁目２−４,大田区,東京都,JP,139.73922279,35.56824045,"35.56824045,139.73922279",東京都大田区大森東四丁目２−４
Japan,060-0053,南十三条西九丁目１−９,札幌市中央区,北海道,JP,141.34620609,43.04186076,"43.04186076,141.34620609",北海道札幌市中央区南十三条西九丁目１−９
Japan,921-8171,土清水二丁目３−６,金沢市,石川県,JP,136.68933488,36.52630651,"36.52630651,136.68933488",石川県金沢市土清水二丁目３−６
Japan,921-8116,泉二丁目２−５,金沢市,石川県,JP,136.64137264,36.54812065,"36.54812065,136.64137264",石川県金沢市泉二丁目２−５
Japan,448-0838,逢妻町三丁目２−５,刈谷市,愛知県,JP,136.98365516,34.99663445,"34.99663445,136.98365516",愛知県刈谷市逢妻町三丁目２−５
Japan,170-0004,雑司が谷二丁目１−９,豊島区,東京都,JP,139.7167535,35.71955921,"35.71955921,139.7167535",東京都豊島区雑司が谷二丁目１−９
Japan,133-0064,船堀七丁目２−８,江戸川区,東京都,JP,139.86946318,35.67719696,"35.67719696,139.86946318",東京都江戸川区船堀七丁目２−８
Japan,444-0077,板屋町一丁目１−１,岡崎市,愛知県,JP,137.15465163,34.95311056,"34.95311056,137.15465163",愛知県岡崎市板屋町一丁目１−１
Japan,664-0883,池尻一丁目３−５,伊丹市,兵庫県,JP,135.3838935,34.77597146,"34.77597146,135.3838935",兵庫県伊丹市池尻一丁目３−５
Japan,531-0075,紅梅町二丁目１−８,大阪市北区,大阪府,JP,135.51319274,34.70006264,"34.70006264,135.51319274",大阪府大阪市北区紅梅町二丁目１−８
Japan,485-0033,大字下末一丁目２−１,小牧市,愛知県,JP,136.95669814,35.2867002,"35.2867002,136.95669814",愛知県小牧市大字下末一丁目２−１
Japan,060-0035,北一条西十丁目３−８,札幌市中央区,北海道,JP,141.34189885,43.06034974,"43.06034974,141.34189885",北海道札幌市中央区北一条西十丁目３−８
Japan,819-0386,戸切三丁目１−３,福岡市西区,福岡県,JP,130.316261,33.55177344,"33.55177344,130.316261",福岡県福岡市西区戸切三丁目１−３
Japan,920-0175,上中町一丁目３−４,金沢市,石川県,JP,136.70306608,36.51998817,"36.51998817,136.70306608",石川県金沢市上中町一丁目３−４
Japan,158-0095,下馬六丁目３−２,世田谷区,東京都,JP,139.67929429,35.62960875,"35.62960875,139.67929429",東京都世田谷区下馬六丁目３−２
Japan,062-0053,月寒東三条三丁目３−２,札幌市豊平区,北海道,JP,141.40157283,43.0378332,"43.0378332,141.40157283",北海道札幌市豊平区月寒東三条三丁目３−２
Japan,252-1111,上土棚中二丁目２−６,綾瀬市,神奈川県,JP,139.44983775,35.41548789,"35.41548789,139.44983775",神奈川県綾瀬市上土棚中二丁目２−６
Japan,465-0063,神月町一丁目１−４,名古屋市名東区,愛知県,JP,136.99427875,35.19106078,"35.19106078,136.99427875",愛知県名古屋市名東区神月町一丁目１−４
